REF_DATE,GEO,Gender,Group,Total_Value
2014,Nova Scotia,Male,25 to 44 years,111595
2014,Nova Scotia,Male,45 to 64 years,141861
2014,Nova Scotia,Male,65 to 74 years,48394
2014,Nova Scotia,Male,75 years and older,29146
2014,Nova Scotia,Total,11 years and younger,105773
2014,Nova Scotia,Total,12 to 17 years,59097
2014,Nova Scotia,Total,18 to 24 years,83795
2014,Nova Scotia,Total,25 to 44 years,227474
2014,Nova Scotia,Total,45 to 64 years,289311
2014,Nova Scotia,Total,65 to 74 years,100412
2014,Nova Scotia,Total,75 years and older,71623
2014,Nova Scotia,Female,11 years and younger,51541
2014,Nova Scotia,Female,12 to 17 years,28547
2014,Nova Scotia,Female,18 to 24 years,40860
2014,Nova Scotia,Female,25 to 44 years,115879
2014,Nova Scotia,Female,45 to 64 years,147450
2014,Nova Scotia,Female,65 to 74 years,52018
2014,Nova Scotia,Female,75 years and older,42477
2014,Nunavut,Male,11 years and younger,4910
2014,Nunavut,Male,12 to 17 years,1944
2014,Nunavut,Male,18 to 24 years,2338
2014,Nunavut,Male,25 to 44 years,5345
2014,Nunavut,Male,45 to 64 years,3328
2014,Nunavut,Male,65 to 74 years,494
2014,Nunavut,Male,75 years and older,178
2014,Nunavut,Total,11 years and younger,9583
2014,Nunavut,Total,12 to 17 years,3810
2014,Nunavut,Total,18 to 24 years,4546
2014,Nunavut,Total,25 to 44 years,10521
2014,Nunavut,Total,45 to 64 years,6237
2014,Nunavut,Total,65 to 74 years,935
2014,Nunavut,Total,75 years and older,334
2014,Nunavut,Female,11 years and younger,4673
2014,Nunavut,Female,12 to 17 years,1866
2014,Nunavut,Female,18 to 24 years,2208
2014,Nunavut,Female,25 to 44 years,5176
2014,Nunavut,Female,45 to 64 years,2909
2014,Nunavut,Female,65 to 74 years,441
2014,Nunavut,Female,75 years and older,156
2014,Ontario,Male,11 years and younger,898970
2014,Ontario,Male,12 to 17 years,485969
2014,Ontario,Male,18 to 24 years,683106
2014,Ontario,Male,25 to 44 years,1784286
2014,Ontario,Male,45 to 64 years,1897269
2014,Ontario,Male,65 to 74 years,560704
2014,Ontario,Male,75 years and older,388062
2014,Ontario,Total,11 years and younger,1760483
2014,Ontario,Total,12 to 17 years,945652
2014,Ontario,Total,18 to 24 years,1320026
2014,Ontario,Total,25 to 44 years,3627887
2014,Ontario,Total,45 to 64 years,3843153
2014,Ontario,Total,65 to 74 years,1179193
2014,Ontario,Total,75 years and older,938702
2014,Ontario,Female,11 years and younger,861513
2014,Ontario,Female,12 to 17 years,459683
2014,Ontario,Female,18 to 24 years,636920
2014,Ontario,Female,25 to 44 years,1843601
2014,Ontario,Female,45 to 64 years,1945884
2014,Ontario,Female,65 to 74 years,618489
2014,Ontario,Female,75 years and older,550640
2014,Prince Edward Island,Male,11 years and younger,9021
2014,Prince Edward Island,Male,12 to 17 years,5094
2014,Prince Edward Island,Male,18 to 24 years,6618
2014,Prince Edward Island,Male,25 to 44 years,16426
2014,Prince Edward Island,Male,45 to 64 years,21185
2014,Prince Edward Island,Male,65 to 74 years,7394
2014,Prince Edward Island,Male,75 years and older,4386
2014,Prince Edward Island,Total,11 years and younger,17969
2014,Prince Edward Island,Total,12 to 17 years,10040
2014,Prince Edward Island,Total,18 to 24 years,12892
2014,Prince Edward Island,Total,25 to 44 years,33759
2014,Prince Edward Island,Total,45 to 64 years,43447
2014,Prince Edward Island,Total,65 to 74 years,15235
2014,Prince Edward Island,Total,75 years and older,10714
2014,Prince Edward Island,Female,11 years and younger,8948
2014,Prince Edward Island,Female,12 to 17 years,4946
2014,Prince Edward Island,Female,18 to 24 years,6274
2014,Prince Edward Island,Female,25 to 44 years,17333
2014,Prince Edward Island,Female,45 to 64 years,22262
2014,Prince Edward Island,Female,65 to 74 years,7841
2014,Prince Edward Island,Female,75 years and older,6328
2014,Quebec,Male,11 years and younger,524297
2014,Quebec,Male,12 to 17 years,253953
2014,Quebec,Male,18 to 24 years,372184
2014,Quebec,Male,25 to 44 years,1086732
2014,Quebec,Male,45 to 64 years,1190691
2014,Quebec,Male,65 to 74 years,384893
2014,Quebec,Male,75 years and older,238396
2014,Quebec,Total,11 years and younger,1027620
2014,Quebec,Total,12 to 17 years,495532
2014,Quebec,Total,18 to 24 years,728160
2014,Quebec,Total,25 to 44 years,2136593
2014,Quebec,Total,45 to 64 years,2370651
2014,Quebec,Total,65 to 74 years,793814
2014,Quebec,Total,75 years and older,593532
2014,Quebec,Female,11 years and younger,503323
2014,Quebec,Female,12 to 17 years,241579
2014,Quebec,Female,18 to 24 years,355976
2014,Quebec,Female,25 to 44 years,1049861
2014,Quebec,Female,45 to 64 years,1179960
2014,Quebec,Female,65 to 74 years,408921
2014,Quebec,Female,75 years and older,355136
2014,Saskatchewan,Male,11 years and younger,87364
2014,Saskatchewan,Male,12 to 17 years,42118
2014,Saskatchewan,Male,18 to 24 years,56548
2014,Saskatchewan,Male,25 to 44 years,153491
2014,Saskatchewan,Male,45 to 64 years,147507
2014,Saskatchewan,Male,65 to 74 years,41314
2014,Saskatchewan,Male,75 years and older,31809
2014,Saskatchewan,Total,11 years and younger,171449
2014,Saskatchewan,Total,12 to 17 years,82142
2014,Saskatchewan,Total,18 to 24 years,107495
2014,Saskatchewan,Total,25 to 44 years,299221
2014,Saskatchewan,Total,45 to 64 years,289012
2014,Saskatchewan,Total,65 to 74 years,84537
2014,Saskatchewan,Total,75 years and older,77744
2014,Saskatchewan,Female,11 years and younger,84085
2014,Saskatchewan,Female,12 to 17 years,40024
2014,Saskatchewan,Female,18 to 24 years,50947
2014,Saskatchewan,Female,25 to 44 years,145730
2014,Saskatchewan,Female,45 to 64 years,141505
2014,Saskatchewan,Female,65 to 74 years,43223
2014,Saskatchewan,Female,75 years and older,45935
2014,Yukon,Male,11 years and younger,2619
2014,Yukon,Male,12 to 17 years,1244
2014,Yukon,Male,18 to 24 years,1757
2014,Yukon,Male,25 to 44 years,5372
2014,Yukon,Male,45 to 64 years,5888
2014,Yukon,Male,65 to 74 years,1435
2014,Yukon,Male,75 years and older,549
2014,Yukon,Total,11 years and younger,5008
2014,Yukon,Total,12 to 17 years,2429
2014,Yukon,Total,18 to 24 years,3255
2014,Yukon,Total,25 to 44 years,11042
2014,Yukon,Total,45 to 64 years,11582
2014,Yukon,Total,65 to 74 years,2606
2014,Yukon,Total,75 years and older,1162
2014,Yukon,Female,11 years and younger,2389
2014,Yukon,Female,12 to 17 years,1185
2014,Yukon,Female,18 to 24 years,1498
2014,Yukon,Female,25 to 44 years,5670
2014,Yukon,Female,45 to 64 years,5694
2014,Yukon,Female,65 to 74 years,1171
2014,Yukon,Female,75 years and older,613
2015,Alberta,Male,11 years and younger,323618
2015,Alberta,Male,12 to 17 years,147059
2015,Alberta,Male,18 to 24 years,203090
2015,Alberta,Male,25 to 44 years,664600
2015,Alberta,Male,45 to 64 years,540294
2015,Alberta,Male,65 to 74 years,136150
2015,Alberta,Male,75 years and older,86349
2015,Alberta,Total,11 years and younger,633189
2015,Alberta,Total,12 to 17 years,287208
2015,Alberta,Total,18 to 24 years,388480
2015,Alberta,Total,25 to 44 years,1298978
2015,Alberta,Total,45 to 64 years,1060425
2015,Alberta,Total,65 to 74 years,278720
2015,Alberta,Total,75 years and older,202531
2015,Alberta,Female,11 years and younger,309571
2015,Alberta,Female,12 to 17 years,140149
2015,Alberta,Female,18 to 24 years,185390
2015,Alberta,Female,25 to 44 years,634378
2015,Alberta,Female,45 to 64 years,520131
2015,Alberta,Female,65 to 74 years,142570
2015,Alberta,Female,75 years and older,116182
2015,British Columbia,Male,11 years and younger,282291
2015,British Columbia,Male,12 to 17 years,154701
2015,British Columbia,Male,18 to 24 years,225548
2015,British Columbia,Male,25 to 44 years,635547
2015,British Columbia,Male,45 to 64 years,681378
2015,British Columbia,Male,65 to 74 years,227877
2015,British Columbia,Male,75 years and older,151518
2015,British Columbia,Total,11 years and younger,551390
2015,British Columbia,Total,12 to 17 years,299090
2015,British Columbia,Total,18 to 24 years,430975
2015,British Columbia,Total,25 to 44 years,1279487
2015,British Columbia,Total,45 to 64 years,1391638
2015,British Columbia,Total,65 to 74 years,466757
2015,British Columbia,Total,75 years and older,344842
2015,British Columbia,Female,11 years and younger,269099
2015,British Columbia,Female,12 to 17 years,144389
2015,British Columbia,Female,18 to 24 years,205427
2015,British Columbia,Female,25 to 44 years,643940
2015,British Columbia,Female,45 to 64 years,710260
2015,British Columbia,Female,65 to 74 years,238880
2015,British Columbia,Female,75 years and older,193324
2015,Canada,Male,11 years and younger,2376387
2015,Canada,Male,12 to 17 years,1208982
2015,Canada,Male,18 to 24 years,1704423
2015,Canada,Male,25 to 44 years,4805858
2015,Canada,Male,45 to 64 years,5013994
2015,Canada,Male,65 to 74 years,1575680
2015,Canada,Male,75 years and older,1023991
2015,Canada,Total,11 years and younger,4656290
2015,Canada,Total,12 to 17 years,2354853
2015,Canada,Total,18 to 24 years,3283857
2015,Canada,Total,25 to 44 years,9604394
2015,Canada,Total,45 to 64 years,10083397
2015,Canada,Total,65 to 74 years,3260402
2015,Canada,Total,75 years and older,2453396
2015,Canada,Female,11 years and younger,2279903
2015,Canada,Female,12 to 17 years,1145871
2015,Canada,Female,18 to 24 years,1579434
2015,Canada,Female,25 to 44 years,4798536
2015,Canada,Female,45 to 64 years,5069403
2015,Canada,Female,65 to 74 years,1684722
2015,Canada,Female,75 years and older,1429405
2015,Manitoba,Male,11 years and younger,99825
2015,Manitoba,Male,12 to 17 years,51372
2015,Manitoba,Male,18 to 24 years,66274
2015,Manitoba,Male,25 to 44 years,173037
2015,Manitoba,Male,45 to 64 years,167068
2015,Manitoba,Male,65 to 74 years,51755
2015,Manitoba,Male,75 years and older,34785
2015,Manitoba,Total,11 years and younger,196397
2015,Manitoba,Total,12 to 17 years,99167
2015,Manitoba,Total,18 to 24 years,127625
2015,Manitoba,Total,25 to 44 years,343633
2015,Manitoba,Total,45 to 64 years,335310
2015,Manitoba,Total,65 to 74 years,106141
2015,Manitoba,Total,75 years and older,84946
2015,Manitoba,Female,11 years and younger,96572
2015,Manitoba,Female,12 to 17 years,47795
2015,Manitoba,Female,18 to 24 years,61351
2015,Manitoba,Female,25 to 44 years,170596
2015,Manitoba,Female,45 to 64 years,168242
2015,Manitoba,Female,65 to 74 years,54386
2015,Manitoba,Female,75 years and older,50161
2015,New Brunswick,Male,11 years and younger,44434
2015,New Brunswick,Male,12 to 17 years,24393
2015,New Brunswick,Male,18 to 24 years,32050
2015,New Brunswick,Male,25 to 44 years,91418
2015,New Brunswick,Male,45 to 64 years,117196
2015,New Brunswick,Male,65 to 74 years,41754
2015,New Brunswick,Male,75 years and older,24078
2015,New Brunswick,Total,11 years and younger,87264
2015,New Brunswick,Total,12 to 17 years,47646
2015,New Brunswick,Total,18 to 24 years,61421
2015,New Brunswick,Total,25 to 44 years,182855
2015,New Brunswick,Total,45 to 64 years,236259
2015,New Brunswick,Total,65 to 74 years,85090
2015,New Brunswick,Total,75 years and older,58477
2015,New Brunswick,Female,11 years and younger,42830
2015,New Brunswick,Female,12 to 17 years,23253
2015,New Brunswick,Female,18 to 24 years,29371
2015,New Brunswick,Female,25 to 44 years,91437
2015,New Brunswick,Female,45 to 64 years,119063
2015,New Brunswick,Female,65 to 74 years,43336
2015,New Brunswick,Female,75 years and older,34399
2015,Newfoundland and Labrador,Male,11 years and younger,30542
2015,Newfoundland and Labrador,Male,12 to 17 years,16901
2015,Newfoundland and Labrador,Male,18 to 24 years,21327
2015,Newfoundland and Labrador,Male,25 to 44 years,63965
2015,Newfoundland and Labrador,Male,45 to 64 years,83786
2015,Newfoundland and Labrador,Male,65 to 74 years,29665
2015,Newfoundland and Labrador,Male,75 years and older,15556
2015,Newfoundland and Labrador,Total,11 years and younger,59322
2015,Newfoundland and Labrador,Total,12 to 17 years,32681
2015,Newfoundland and Labrador,Total,18 to 24 years,41196
2015,Newfoundland and Labrador,Total,25 to 44 years,129891
2015,Newfoundland and Labrador,Total,45 to 64 years,169047
2015,Newfoundland and Labrador,Total,65 to 74 years,60096
2015,Newfoundland and Labrador,Total,75 years and older,36015
2015,Newfoundland and Labrador,Female,11 years and younger,28780
2015,Newfoundland and Labrador,Female,12 to 17 years,15780
2015,Newfoundland and Labrador,Female,18 to 24 years,19869
2015,Newfoundland and Labrador,Female,25 to 44 years,65926
2015,Newfoundland and Labrador,Female,45 to 64 years,85261
2015,Newfoundland and Labrador,Female,65 to 74 years,30431
2015,Newfoundland and Labrador,Female,75 years and older,20459
2015,Northwest Territories,Male,11 years and younger,3742
2015,Northwest Territories,Male,12 to 17 years,1641
2015,Northwest Territories,Male,18 to 24 years,2475
2015,Northwest Territories,Male,25 to 44 years,6981
2015,Northwest Territories,Male,45 to 64 years,6222
2015,Northwest Territories,Male,65 to 74 years,1116
2015,Northwest Territories,Male,75 years and older,461
2015,Northwest Territories,Total,11 years and younger,7413
2015,Northwest Territories,Total,12 to 17 years,3308
2015,Northwest Territories,Total,18 to 24 years,4718
2015,Northwest Territories,Total,25 to 44 years,13906
2015,Northwest Territories,Total,45 to 64 years,11910
2015,Northwest Territories,Total,65 to 74 years,2044
2015,Northwest Territories,Total,75 years and older,945
2015,Northwest Territories,Female,11 years and younger,3671
2015,Northwest Territories,Female,12 to 17 years,1667
2015,Northwest Territories,Female,18 to 24 years,2243
2015,Northwest Territories,Female,25 to 44 years,6925
2015,Northwest Territories,Female,45 to 64 years,5688
2015,Northwest Territories,Female,65 to 74 years,928
2015,Northwest Territories,Female,75 years and older,484
2015,Nova Scotia,Male,11 years and younger,54215
2015,Nova Scotia,Male,12 to 17 years,29998
2015,Nova Scotia,Male,18 to 24 years,42071
2015,Nova Scotia,Male,25 to 44 years,110071
2015,Nova Scotia,Male,45 to 64 years,141432
2015,Nova Scotia,Male,65 to 74 years,50649
2015,Nova Scotia,Male,75 years and older,29686
2015,Nova Scotia,Total,11 years and younger,105869
2015,Nova Scotia,Total,12 to 17 years,58239
2015,Nova Scotia,Total,18 to 24 years,82317
2015,Nova Scotia,Total,25 to 44 years,225004
2015,Nova Scotia,Total,45 to 64 years,288588
2015,Nova Scotia,Total,65 to 74 years,104695
2015,Nova Scotia,Total,75 years and older,72449
2015,Nova Scotia,Female,11 years and younger,51654
2015,Nova Scotia,Female,12 to 17 years,28241
2015,Nova Scotia,Female,18 to 24 years,40246
2015,Nova Scotia,Female,25 to 44 years,114933
2015,Nova Scotia,Female,45 to 64 years,147156
2015,Nova Scotia,Female,65 to 74 years,54046
2015,Nova Scotia,Female,75 years and older,42763
2015,Nunavut,Male,11 years and younger,4992
2015,Nunavut,Male,12 to 17 years,1965
2015,Nunavut,Male,18 to 24 years,2290
2015,Nunavut,Male,25 to 44 years,5391
2015,Nunavut,Male,45 to 64 years,3409
2015,Nunavut,Male,65 to 74 years,512
2015,Nunavut,Male,75 years and older,176
2015,Nunavut,Total,11 years and younger,9793
2015,Nunavut,Total,12 to 17 years,3853
2015,Nunavut,Total,18 to 24 years,4486
2015,Nunavut,Total,25 to 44 years,10630
2015,Nunavut,Total,45 to 64 years,6418
2015,Nunavut,Total,65 to 74 years,966
2015,Nunavut,Total,75 years and older,344
2015,Nunavut,Female,11 years and younger,4801
2015,Nunavut,Female,12 to 17 years,1888
2015,Nunavut,Female,18 to 24 years,2196
2015,Nunavut,Female,25 to 44 years,5239
2015,Nunavut,Female,45 to 64 years,3009
2015,Nunavut,Female,65 to 74 years,454
2015,Nunavut,Female,75 years and older,168
2015,Ontario,Male,11 years and younger,901911
2015,Ontario,Male,12 to 17 years,482828
2015,Ontario,Male,18 to 24 years,678849
2015,Ontario,Male,25 to 44 years,1791839
2015,Ontario,Male,45 to 64 years,1909468
2015,Ontario,Male,65 to 74 years,583485
2015,Ontario,Male,75 years and older,398436
2015,Ontario,Total,11 years and younger,1767877
2015,Ontario,Total,12 to 17 years,940716
2015,Ontario,Total,18 to 24 years,1307066
2015,Ontario,Total,25 to 44 years,3636353
2015,Ontario,Total,45 to 64 years,3869461
2015,Ontario,Total,65 to 74 years,1226543
2015,Ontario,Total,75 years and older,958436
2015,Ontario,Female,11 years and younger,865966
2015,Ontario,Female,12 to 17 years,457888
2015,Ontario,Female,18 to 24 years,628217
2015,Ontario,Female,25 to 44 years,1844514
2015,Ontario,Female,45 to 64 years,1959993
2015,Ontario,Female,65 to 74 years,643058
2015,Ontario,Female,75 years and older,560000
2015,Prince Edward Island,Male,11 years and younger,9115
